weather_description,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,current_luminosity,sunrise,sunset,creation_date,datetime
céu claro,9,1029,87,0,0,DARK,2019-02-04 07:41:55,2019-02-04 17:53:57,2019-02-04 19:04:58,2019-02-04 19
algumas nuvens,7,1012,79,0,44,DARK,2019-02-04 07:41:58,2019-02-04 17:53:54,2019-02-04 18:04:58,2019-02-04 18
algumas nuvens,7,1012,79,0,44,LIGHT,2019-02-04 07:42:01,2019-02-04 17:53:51,2019-02-04 17:04:58,2019-02-04 17
algumas nuvens,10,1012,64,1,36,LIGHT,2019-02-04 07:42:03,2019-02-04 17:53:48,2019-02-04 16:04:58,2019-02-04 16
céu claro,13,1030,54,2,0,LIGHT,2019-02-04 07:42:06,2019-02-04 17:53:45,2019-02-04 15:04:58,2019-02-04 15
céu claro,13,1030,54,2,0,LIGHT,2019-02-04 07:42:09,2019-02-04 17:53:41,2019-02-04 14:04:58,2019-02-04 14
céu claro,13,1031,43,1,0,LIGHT,2019-02-04 07:42:12,2019-02-04 17:53:38,2019-02-04 13:04:58,2019-02-04 13
céu claro,11,1031,53,2,0,LIGHT,2019-02-04 07:42:14,2019-02-04 17:53:35,2019-02-04 12:04:58,2019-02-04 12
céu claro,9,1031,61,3,0,LIGHT,2019-02-04 07:42:17,2019-02-04 17:53:32,2019-02-04 11:04:59,2019-02-04 11
céu claro,6,1031,70,5,0,LIGHT,2019-02-04 07:42:20,2019-02-04 17:53:29,2019-02-04 10:04:58,2019-02-04 10
névoa,4,1030,80,5,20,LIGHT,2019-02-04 07:42:22,2019-02-04 17:53:25,2019-02-04 09:04:58,2019-02-04 09
céu claro,3,1030,79,5,0,LOW_LIGHT,2019-02-04 07:42:25,2019-02-04 17:53:22,2019-02-04 08:04:58,2019-02-04 08
céu claro,3,1030,86,4,0,DARK,2019-02-04 07:42:28,2019-02-04 17:53:19,2019-02-04 07:04:58,2019-02-04 07
céu claro,3,1030,86,3,0,DARK,2019-02-04 07:42:31,2019-02-04 17:53:16,2019-02-04 06:04:58,2019-02-04 06
céu claro,4,1030,86,3,0,DARK,2019-02-04 07:42:33,2019-02-04 17:53:13,2019-02-04 05:04:58,2019-02-04 05
céu claro,4,1030,86,2,0,DARK,2019-02-04 07:42:36,2019-02-04 17:53:10,2019-02-04 04:04:58,2019-02-04 04
céu claro,5,1030,80,4,0,DARK,2019-02-04 07:42:39,2019-02-04 17:53:06,2019-02-04 03:04:58,2019-02-04 03
céu claro,4,1030,86,3,0,DARK,2019-02-04 07:42:41,2019-02-04 17:53:03,2019-02-04 02:04:58,2019-02-04 02
céu claro,5,1031,86,0,0,DARK,2019-02-04 07:42:44,2019-02-04 17:53:00,2019-02-04 01:04:58,2019-02-04 01
céu claro,4,1031,86,3,0,DARK,2019-02-04 07:42:47,2019-02-04 17:52:57,2019-02-04 00:04:58,2019-02-04 00
céu claro,5,1031,86,2,0,DARK,2019-02-03 07:42:49,2019-02-03 17:52:54,2019-02-03 23:04:58,2019-02-03 23
céu claro,4,1031,93,1,0,DARK,2019-02-03 07:42:52,2019-02-03 17:52:50,2019-02-03 22:04:58,2019-02-03 22
céu claro,5,1030,86,1,0,DARK,2019-02-03 07:42:55,2019-02-03 17:52:47,2019-02-03 21:04:58,2019-02-03 21
céu claro,7,1030,75,0,0,DARK,2019-02-03 07:42:57,2019-02-03 17:52:44,2019-02-03 20:04:58,2019-02-03 20
céu claro,8,1030,70,1,0,DARK,2019-02-03 07:43:00,2019-02-03 17:52:41,2019-02-03 19:04:58,2019-02-03 19
céu claro,10,1029,57,2,0,DARK,2019-02-03 07:43:03,2019-02-03 17:52:38,2019-02-03 18:04:58,2019-02-03 18
céu claro,11,1029,62,3,0,LIGHT,2019-02-03 07:43:06,2019-02-03 17:52:35,2019-02-03 17:04:58,2019-02-03 17
céu claro,11,1029,53,3,0,LIGHT,2019-02-03 07:43:08,2019-02-03 17:52:31,2019-02-03 16:04:58,2019-02-03 16
céu claro,12,1029,58,3,0,LIGHT,2019-02-03 07:43:11,2019-02-03 17:52:28,2019-02-03 15:04:58,2019-02-03 15
céu claro,11,1030,53,2,0,LIGHT,2019-02-03 07:43:13,2019-02-03 17:52:25,2019-02-03 14:04:58,2019-02-03 14
céu claro,10,1030,53,1,0,LIGHT,2019-02-03 07:43:16,2019-02-03 17:52:22,2019-02-03 13:04:58,2019-02-03 13
céu claro,9,1031,66,2,0,LIGHT,2019-02-03 07:43:19,2019-02-03 17:52:19,2019-02-03 12:04:59,2019-02-03 12
céu claro,8,1030,70,2,0,LIGHT,2019-02-03 07:43:21,2019-02-03 17:52:16,2019-02-03 11:04:58,2019-02-03 11
céu claro,5,1030,93,1,0,LIGHT,2019-02-03 07:43:24,2019-02-03 17:52:12,2019-02-03 10:04:58,2019-02-03 10
céu claro,2,1030,100,0,0,LIGHT,2019-02-03 07:43:27,2019-02-03 17:52:09,2019-02-03 09:04:58,2019-02-03 09
céu claro,1,1029,100,2,0,LOW_LIGHT,2019-02-03 07:43:29,2019-02-03 17:52:06,2019-02-03 08:04:58,2019-02-03 08
céu claro,1,1028,100,0,0,DARK,2019-02-03 07:43:32,2019-02-03 17:52:03,2019-02-03 07:04:58,2019-02-03 07
céu claro,2,1027,100,1,0,DARK,2019-02-03 07:43:35,2019-02-03 17:52:00,2019-02-03 06:04:59,2019-02-03 06
céu claro,2,1028,93,2,0,DARK,2019-02-03 07:43:37,2019-02-03 17:51:56,2019-02-03 05:04:58,2019-02-03 05
céu claro,2,1028,100,0,0,DARK,2019-02-03 07:43:40,2019-02-03 17:51:53,2019-02-03 04:04:59,2019-02-03 04
céu claro,2,1027,93,0,0,DARK,2019-02-03 07:43:43,2019-02-03 17:51:50,2019-02-03 03:04:58,2019-02-03 03
céu claro,4,1027,93,1,0,DARK,2019-02-03 07:43:45,2019-02-03 17:51:47,2019-02-03 02:04:58,2019-02-03 02
algumas nuvens,4,1027,86,0,20,DARK,2019-02-03 07:43:48,2019-02-03 17:51:44,2019-02-03 01:04:58,2019-02-03 01
algumas nuvens,4,1026,93,0,40,DARK,2019-02-03 07:43:50,2019-02-03 17:51:41,2019-02-03 00:04:58,2019-02-03 00
céu claro,5,1026,86,1,0,DARK,2019-02-02 07:43:53,2019-02-02 17:51:37,2019-02-02 23:04:58,2019-02-02 23
algumas nuvens,6,1025,75,1,20,DARK,2019-02-02 07:43:56,2019-02-02 17:51:34,2019-02-02 22:04:58,2019-02-02 22
algumas nuvens,8,1024,70,3,20,DARK,2019-02-02 07:43:58,2019-02-02 17:51:31,2019-02-02 21:04:58,2019-02-02 21
algumas nuvens,9,1023,66,6,20,DARK,2019-02-02 07:44:01,2019-02-02 17:51:28,2019-02-02 20:05:03,2019-02-02 20
algumas nuvens,9,1023,70,6,20,DARK,2019-02-02 07:44:03,2019-02-02 17:51:25,2019-02-02 19:04:58,2019-02-02 19
algumas nuvens,10,1023,61,5,20,DARK,2019-02-02 07:44:06,2019-02-02 17:51:21,2019-02-02 18:04:58,2019-02-02 18
algumas nuvens,11,1022,53,7,20,LIGHT,2019-02-02 07:44:09,2019-02-02 17:51:18,2019-02-02 17:04:58,2019-02-02 17
algumas nuvens,11,1021,57,6,20,LIGHT,2019-02-02 07:44:11,2019-02-02 17:51:15,2019-02-02 16:04:58,2019-02-02 16
algumas nuvens,12,1021,46,7,20,LIGHT,2019-02-02 07:44:14,2019-02-02 17:51:12,2019-02-02 15:04:58,2019-02-02 15
algumas nuvens,11,1021,50,6,20,LIGHT,2019-02-02 07:44:16,2019-02-02 17:51:09,2019-02-02 14:04:58,2019-02-02 14
algumas nuvens,11,1021,53,6,20,LIGHT,2019-02-02 07:44:19,2019-02-02 17:51:06,2019-02-02 13:04:59,2019-02-02 13
algumas nuvens,10,1021,61,5,20,LIGHT,2019-02-02 07:44:22,2019-02-02 17:51:02,2019-02-02 12:04:58,2019-02-02 12
algumas nuvens,8,1019,70,4,20,LIGHT,2019-02-02 07:44:24,2019-02-02 17:50:59,2019-02-02 11:04:58,2019-02-02 11
algumas nuvens,7,1019,75,3,20,LIGHT,2019-02-02 07:44:27,2019-02-02 17:50:56,2019-02-02 10:04:59,2019-02-02 10
algumas nuvens,5,1017,80,2,20,LIGHT,2019-02-02 07:44:29,2019-02-02 17:50:53,2019-02-02 09:04:58,2019-02-02 09
algumas nuvens,5,1016,80,3,20,LOW_LIGHT,2019-02-02 07:44:32,2019-02-02 17:50:50,2019-02-02 08:04:58,2019-02-02 08
chuva moderada,6,1015,81,4,40,DARK,2019-02-02 07:44:35,2019-02-02 17:50:46,2019-02-02 07:04:58,2019-02-02 07
algumas nuvens,6,1014,81,4,20,DARK,2019-02-02 07:44:37,2019-02-02 17:50:43,2019-02-02 06:04:58,2019-02-02 06
algumas nuvens,6,1013,75,3,20,DARK,2019-02-02 07:44:40,2019-02-02 17:50:40,2019-02-02 05:04:58,2019-02-02 05
algumas nuvens,7,1012,75,5,20,DARK,2019-02-02 07:44:42,2019-02-02 17:50:37,2019-02-02 04:04:58,2019-02-02 04
chuva moderada,7,1011,75,7,40,DARK,2019-02-02 07:44:45,2019-02-02 17:50:34,2019-02-02 03:04:58,2019-02-02 03
algumas nuvens,7,1010,75,4,40,DARK,2019-02-02 07:44:47,2019-02-02 17:50:31,2019-02-02 02:04:58,2019-02-02 02
algumas nuvens,6,1009,87,3,40,DARK,2019-02-02 07:44:50,2019-02-02 17:50:27,2019-02-02 01:04:58,2019-02-02 01
algumas nuvens,7,1008,93,3,40,DARK,2019-02-02 07:44:52,2019-02-02 17:50:24,2019-02-02 00:04:58,2019-02-02 00
chuva moderada,10,1006,76,7,40,DARK,2019-02-01 07:44:55,2019-02-01 17:50:21,2019-02-01 23:04:58,2019-02-01 23
algumas nuvens,9,1005,81,4,75,DARK,2019-02-01 07:44:58,2019-02-01 17:50:18,2019-02-01 22:04:58,2019-02-01 22
algumas nuvens,10,1004,71,6,40,DARK,2019-02-01 07:45:00,2019-02-01 17:50:15,2019-02-01 21:04:58,2019-02-01 21
algumas nuvens,11,1003,66,7,75,DARK,2019-02-01 07:45:03,2019-02-01 17:50:11,2019-02-01 20:04:59,2019-02-01 20
algumas nuvens,11,1001,71,10,75,DARK,2019-02-01 07:45:05,2019-02-01 17:50:08,2019-02-01 19:04:58,2019-02-01 19
chuva moderada,11,999,81,10,75,DARK,2019-02-01 07:45:08,2019-02-01 17:50:05,2019-02-01 18:04:58,2019-02-01 18
algumas nuvens,11,998,81,6,75,LIGHT,2019-02-01 07:45:10,2019-02-01 17:50:02,2019-02-01 17:04:58,2019-02-01 17
algumas nuvens,11,997,71,10,75,LIGHT,2019-02-01 07:45:13,2019-02-01 17:49:59,2019-02-01 16:04:58,2019-02-01 16
algumas nuvens,11,996,66,7,75,LIGHT,2019-02-01 07:45:15,2019-02-01 17:49:56,2019-02-01 15:04:58,2019-02-01 15
chuva moderada,10,996,71,8,75,LIGHT,2019-02-01 07:45:18,2019-02-01 17:49:52,2019-02-01 14:04:59,2019-02-01 14
chuva moderada,10,995,76,9,75,LIGHT,2019-02-01 07:45:20,2019-02-01 17:49:49,2019-02-01 13:04:58,2019-02-01 13
chuva moderada,12,994,66,8,75,LIGHT,2019-02-01 07:45:23,2019-02-01 17:49:46,2019-02-01 12:04:58,2019-02-01 12
algumas nuvens,12,993,71,7,75,LIGHT,2019-02-01 07:45:25,2019-02-01 17:49:43,2019-02-01 11:04:58,2019-02-01 11
chuva moderada,9,993,81,8,75,LIGHT,2019-02-01 07:45:28,2019-02-01 17:49:40,2019-02-01 10:04:58,2019-02-01 10
algumas nuvens,11,993,71,6,75,LIGHT,2019-02-01 07:45:30,2019-02-01 17:49:37,2019-02-01 09:04:58,2019-02-01 09
chuva moderada,10,993,81,6,75,LOW_LIGHT,2019-02-01 07:45:33,2019-02-01 17:49:33,2019-02-01 08:04:58,2019-02-01 08
algumas nuvens,11,993,76,7,75,DARK,2019-02-01 07:45:35,2019-02-01 17:49:30,2019-02-01 07:04:58,2019-02-01 07
algumas nuvens,12,993,71,7,75,DARK,2019-02-01 07:45:38,2019-02-01 17:49:27,2019-02-01 06:04:58,2019-02-01 06
algumas nuvens,12,994,66,7,75,DARK,2019-02-01 07:45:40,2019-02-01 17:49:24,2019-02-01 05:04:58,2019-02-01 05
algumas nuvens,12,995,66,6,75,DARK,2019-02-01 07:45:43,2019-02-01 17:49:21,2019-02-01 04:04:58,2019-02-01 04
algumas nuvens,12,995,76,4,75,DARK,2019-02-01 07:45:45,2019-02-01 17:49:17,2019-02-01 03:04:58,2019-02-01 03
chuva moderada,10,996,87,3,75,DARK,2019-02-01 07:45:48,2019-02-01 17:49:14,2019-02-01 02:04:58,2019-02-01 02
algumas nuvens,11,997,81,3,75,DARK,2019-02-01 07:45:50,2019-02-01 17:49:11,2019-02-01 01:04:58,2019-02-01 01
chuva moderada,12,997,71,2,75,DARK,2019-02-01 07:45:53,2019-02-01 17:49:08,2019-02-01 00:04:59,2019-02-01 00
chuva moderada,11,998,87,3,75,DARK,2019-01-31 07:45:55,2019-01-31 17:49:05,2019-01-31 23:04:58,2019-01-31 23
algumas nuvens,12,998,81,4,75,DARK,2019-01-31 07:45:58,2019-01-31 17:49:02,2019-01-31 22:04:58,2019-01-31 22
chuva moderada,12,998,81,1,75,DARK,2019-01-31 07:46:00,2019-01-31 17:48:58,2019-01-31 21:04:58,2019-01-31 21
algumas nuvens,12,998,87,3,75,DARK,2019-01-31 07:46:03,2019-01-31 17:48:55,2019-01-31 20:04:58,2019-01-31 20
chuva fraca,12,998,100,5,75,DARK,2019-01-31 07:46:05,2019-01-31 17:48:52,2019-01-31 19:04:58,2019-01-31 19
chuva fraca,13,997,100,6,75,DARK,2019-01-31 07:46:08,2019-01-31 17:48:49,2019-01-31 18:04:58,2019-01-31 18
chuva fraca,14,999,100,7,75,LIGHT,2019-01-31 07:46:10,2019-01-31 17:48:46,2019-01-31 17:04:58,2019-01-31 17
chuva fraca,13,999,100,7,75,LIGHT,2019-01-31 07:46:12,2019-01-31 17:48:43,2019-01-31 16:04:58,2019-01-31 16
chuva fraca,13,1000,100,7,75,LIGHT,2019-01-31 07:46:15,2019-01-31 17:48:39,2019-01-31 15:04:58,2019-01-31 15
chuva fraca,14,1001,93,7,75,LIGHT,2019-01-31 07:46:17,2019-01-31 17:48:36,2019-01-31 14:04:58,2019-01-31 14
algumas nuvens,14,1002,93,5,75,LIGHT,2019-01-31 07:46:20,2019-01-31 17:48:33,2019-01-31 13:04:58,2019-01-31 13
chuva fraca,13,1003,100,6,75,LIGHT,2019-01-31 07:46:22,2019-01-31 17:48:30,2019-01-31 12:04:58,2019-01-31 12
chuva fraca,14,1003,100,5,75,LIGHT,2019-01-31 07:46:25,2019-01-31 17:48:27,2019-01-31 11:04:58,2019-01-31 11
chuva fraca,13,1003,100,5,75,LIGHT,2019-01-31 07:46:27,2019-01-31 17:48:23,2019-01-31 10:04:58,2019-01-31 10
chuva fraca,13,1003,100,5,75,LIGHT,2019-01-31 07:46:30,2019-01-31 17:48:20,2019-01-31 09:04:58,2019-01-31 09
algumas nuvens,13,1003,100,4,75,LOW_LIGHT,2019-01-31 07:46:32,2019-01-31 17:48:17,2019-01-31 08:04:59,2019-01-31 08
chuva fraca,13,1003,100,5,75,DARK,2019-01-31 07:46:34,2019-01-31 17:48:14,2019-01-31 07:04:58,2019-01-31 07
chuva fraca,13,1004,100,6,75,DARK,2019-01-31 07:46:37,2019-01-31 17:48:11,2019-01-31 06:04:58,2019-01-31 06
chuva fraca,13,1004,100,4,75,DARK,2019-01-31 07:46:39,2019-01-31 17:48:08,2019-01-31 05:04:58,2019-01-31 05
chuva fraca,14,1005,93,6,75,DARK,2019-01-31 07:46:42,2019-01-31 17:48:04,2019-01-31 04:04:58,2019-01-31 04
algumas nuvens,14,1005,93,4,75,DARK,2019-01-31 07:46:44,2019-01-31 17:48:01,2019-01-31 03:04:58,2019-01-31 03
algumas nuvens,13,1005,100,4,75,DARK,2019-01-31 07:46:46,2019-01-31 17:47:58,2019-01-31 02:04:58,2019-01-31 02
algumas nuvens,13,1006,100,4,75,DARK,2019-01-31 07:46:49,2019-01-31 17:47:55,2019-01-31 01:04:58,2019-01-31 01
algumas nuvens,13,1006,100,3,75,DARK,2019-01-31 07:46:51,2019-01-31 17:47:52,2019-01-31 00:04:58,2019-01-31 00
chuva fraca,13,1007,100,4,75,DARK,2019-01-30 07:46:54,2019-01-30 17:47:49,2019-01-30 23:04:58,2019-01-30 23
chuva fraca,13,1007,100,4,75,DARK,2019-01-30 07:46:56,2019-01-30 17:47:45,2019-01-30 22:04:58,2019-01-30 22
chuva fraca,13,1006,100,4,75,DARK,2019-01-30 07:46:58,2019-01-30 17:47:42,2019-01-30 21:04:58,2019-01-30 21
chuva fraca,13,1007,100,4,75,DARK,2019-01-30 07:47:01,2019-01-30 17:47:39,2019-01-30 20:04:59,2019-01-30 20
chuva fraca,13,1007,100,4,90,DARK,2019-01-30 07:47:03,2019-01-30 17:47:36,2019-01-30 19:04:58,2019-01-30 19
chuva moderada,13,1007,100,5,75,DARK,2019-01-30 07:47:06,2019-01-30 17:47:33,2019-01-30 18:04:58,2019-01-30 18
chuva moderada,13,1008,100,5,75,LIGHT,2019-01-30 07:47:08,2019-01-30 17:47:30,2019-01-30 17:04:58,2019-01-30 17
chuva fraca,12,1008,100,4,75,LIGHT,2019-01-30 07:47:10,2019-01-30 17:47:26,2019-01-30 16:04:58,2019-01-30 16
chuva fraca,12,1010,100,6,75,LIGHT,2019-01-30 07:47:13,2019-01-30 17:47:23,2019-01-30 15:04:58,2019-01-30 15
chuva fraca,11,1011,100,8,75,LIGHT,2019-01-30 07:47:15,2019-01-30 17:47:20,2019-01-30 14:04:58,2019-01-30 14
chuva fraca,10,1012,100,6,75,LIGHT,2019-01-30 07:47:18,2019-01-30 17:47:17,2019-01-30 13:04:58,2019-01-30 13
algumas nuvens,10,1014,100,5,75,LIGHT,2019-01-30 07:47:20,2019-01-30 17:47:14,2019-01-30 12:04:58,2019-01-30 12
chuva fraca,9,1015,100,5,75,LIGHT,2019-01-30 07:47:22,2019-01-30 17:47:10,2019-01-30 11:04:58,2019-01-30 11
chuva fraca,9,1015,100,5,75,LIGHT,2019-01-30 07:47:25,2019-01-30 17:47:07,2019-01-30 10:04:58,2019-01-30 10
chuva fraca,8,1015,93,4,75,LIGHT,2019-01-30 07:47:27,2019-01-30 17:47:04,2019-01-30 09:04:58,2019-01-30 09
algumas nuvens,8,1015,93,3,75,LOW_LIGHT,2019-01-30 07:47:29,2019-01-30 17:47:01,2019-01-30 08:04:58,2019-01-30 08
algumas nuvens,8,1016,93,3,75,DARK,2019-01-30 07:47:32,2019-01-30 17:46:58,2019-01-30 07:04:59,2019-01-30 07
algumas nuvens,8,1016,93,2,40,DARK,2019-01-30 07:47:34,2019-01-30 17:46:55,2019-01-30 06:04:58,2019-01-30 06
algumas nuvens,7,1016,100,1,40,DARK,2019-01-30 07:47:36,2019-01-30 17:46:51,2019-01-30 05:04:58,2019-01-30 05
algumas nuvens,7,1017,100,1,75,DARK,2019-01-30 07:47:39,2019-01-30 17:46:48,2019-01-30 04:05:02,2019-01-30 04
algumas nuvens,7,1017,93,0,20,DARK,2019-01-30 07:47:41,2019-01-30 17:46:45,2019-01-30 03:04:58,2019-01-30 03
algumas nuvens,8,1017,93,0,20,DARK,2019-01-30 07:47:43,2019-01-30 17:46:42,2019-01-30 02:04:58,2019-01-30 02
algumas nuvens,9,1018,81,1,20,DARK,2019-01-30 07:47:46,2019-01-30 17:46:39,2019-01-30 01:04:58,2019-01-30 01
algumas nuvens,8,1018,93,1,20,DARK,2019-01-30 07:47:48,2019-01-30 17:46:36,2019-01-30 00:04:58,2019-01-30 00
algumas nuvens,9,1018,81,1,40,DARK,2019-01-29 07:47:50,2019-01-29 17:46:32,2019-01-29 23:04:58,2019-01-29 23
algumas nuvens,9,1018,81,2,40,DARK,2019-01-29 07:47:53,2019-01-29 17:46:29,2019-01-29 22:04:58,2019-01-29 22
algumas nuvens,10,1018,76,1,75,DARK,2019-01-29 07:47:55,2019-01-29 17:46:26,2019-01-29 21:04:58,2019-01-29 21
algumas nuvens,10,1018,81,2,40,DARK,2019-01-29 07:47:57,2019-01-29 17:46:23,2019-01-29 20:04:59,2019-01-29 20
algumas nuvens,11,1018,76,4,75,DARK,2019-01-29 07:48:00,2019-01-29 17:46:20,2019-01-29 19:04:58,2019-01-29 19
algumas nuvens,11,1017,76,5,40,DARK,2019-01-29 07:48:02,2019-01-29 17:46:17,2019-01-29 18:04:58,2019-01-29 18
algumas nuvens,13,1017,71,6,75,LIGHT,2019-01-29 07:48:04,2019-01-29 17:46:13,2019-01-29 17:04:58,2019-01-29 17
algumas nuvens,13,1017,76,7,75,LIGHT,2019-01-29 07:48:07,2019-01-29 17:46:10,2019-01-29 16:04:58,2019-01-29 16
tempo nublado,12,1016,100,7,90,LIGHT,2019-01-29 07:48:09,2019-01-29 17:46:07,2019-01-29 15:04:58,2019-01-29 15
chuva fraca,12,1017,100,5,90,LIGHT,2019-01-29 07:48:11,2019-01-29 17:46:04,2019-01-29 14:04:58,2019-01-29 14
chuva moderada,13,1017,93,4,75,LIGHT,2019-01-29 07:48:14,2019-01-29 17:46:01,2019-01-29 13:04:58,2019-01-29 13
algumas nuvens,12,1019,93,4,75,LIGHT,2019-01-29 07:48:16,2019-01-29 17:45:58,2019-01-29 12:04:58,2019-01-29 12
chuva moderada,13,1019,87,4,75,LIGHT,2019-01-29 07:48:18,2019-01-29 17:45:54,2019-01-29 11:04:58,2019-01-29 11
algumas nuvens,12,1019,93,2,75,LIGHT,2019-01-29 07:48:20,2019-01-29 17:45:51,2019-01-29 10:04:58,2019-01-29 10
algumas nuvens,11,1019,87,4,75,LIGHT,2019-01-29 07:48:23,2019-01-29 17:45:48,2019-01-29 09:04:58,2019-01-29 09
algumas nuvens,11,1019,100,3,75,LOW_LIGHT,2019-01-29 07:48:25,2019-01-29 17:45:45,2019-01-29 08:05:00,2019-01-29 08
algumas nuvens,12,1019,100,3,75,DARK,2019-01-29 07:48:27,2019-01-29 17:45:42,2019-01-29 07:04:59,2019-01-29 07
chuva moderada,11,1020,100,2,90,DARK,2019-01-29 07:48:29,2019-01-29 17:45:39,2019-01-29 06:04:58,2019-01-29 06
chuva fraca,10,1021,93,2,90,DARK,2019-01-29 07:48:32,2019-01-29 17:45:36,2019-01-29 05:04:58,2019-01-29 05
algumas nuvens,9,1021,100,3,75,DARK,2019-01-29 07:48:34,2019-01-29 17:45:32,2019-01-29 04:04:58,2019-01-29 04
algumas nuvens,9,1022,100,3,75,DARK,2019-01-29 07:48:36,2019-01-29 17:45:29,2019-01-29 03:04:58,2019-01-29 03
algumas nuvens,9,1022,100,2,75,DARK,2019-01-29 07:48:39,2019-01-29 17:45:26,2019-01-29 02:04:58,2019-01-29 02
algumas nuvens,7,1023,100,0,75,DARK,2019-01-29 07:48:41,2019-01-29 17:45:23,2019-01-29 01:04:58,2019-01-29 01
algumas nuvens,7,1023,93,0,40,DARK,2019-01-29 07:48:43,2019-01-29 17:45:20,2019-01-29 00:04:58,2019-01-29 00
algumas nuvens,7,1023,93,0,40,DARK,2019-01-28 07:48:45,2019-01-28 17:45:17,2019-01-28 23:04:58,2019-01-28 23
algumas nuvens,9,1023,93,0,40,DARK,2019-01-28 07:48:48,2019-01-28 17:45:13,2019-01-28 22:04:58,2019-01-28 22
algumas nuvens,10,1023,87,2,40,DARK,2019-01-28 07:48:50,2019-01-28 17:45:10,2019-01-28 21:04:58,2019-01-28 21
algumas nuvens,10,1023,87,2,40,DARK,2019-01-28 07:48:52,2019-01-28 17:45:07,2019-01-28 20:04:58,2019-01-28 20
algumas nuvens,12,1023,81,4,40,DARK,2019-01-28 07:48:54,2019-01-28 17:45:04,2019-01-28 19:04:58,2019-01-28 19
algumas nuvens,12,1023,81,3,20,DARK,2019-01-28 07:48:57,2019-01-28 17:45:01,2019-01-28 18:04:58,2019-01-28 18
algumas nuvens,13,1023,82,6,40,LIGHT,2019-01-28 07:48:59,2019-01-28 17:44:58,2019-01-28 17:04:58,2019-01-28 17
tempo nublado,12,1023,100,4,90,LIGHT,2019-01-28 07:49:01,2019-01-28 17:44:54,2019-01-28 16:04:58,2019-01-28 16
chuva moderada,13,1023,87,5,75,LIGHT,2019-01-28 07:49:03,2019-01-28 17:44:51,2019-01-28 15:04:58,2019-01-28 15
algumas nuvens,13,1023,93,5,75,LIGHT,2019-01-28 07:49:05,2019-01-28 17:44:48,2019-01-28 14:04:58,2019-01-28 14
algumas nuvens,14,1024,87,5,75,LIGHT,2019-01-28 07:49:08,2019-01-28 17:44:45,2019-01-28 13:04:58,2019-01-28 13
algumas nuvens,13,1024,93,5,75,LIGHT,2019-01-28 07:49:10,2019-01-28 17:44:42,2019-01-28 12:04:58,2019-01-28 12
tempo nublado,13,1024,87,6,90,LIGHT,2019-01-28 07:49:12,2019-01-28 17:44:39,2019-01-28 11:04:58,2019-01-28 11
chuva moderada,12,1024,93,5,75,LIGHT,2019-01-28 07:49:14,2019-01-28 17:44:36,2019-01-28 10:04:58,2019-01-28 10
chuva moderada,12,1023,87,4,75,LIGHT,2019-01-28 07:49:16,2019-01-28 17:44:32,2019-01-28 09:04:58,2019-01-28 09
algumas nuvens,12,1024,87,4,75,LOW_LIGHT,2019-01-28 07:49:19,2019-01-28 17:44:29,2019-01-28 08:04:58,2019-01-28 08
algumas nuvens,10,1024,100,2,75,DARK,2019-01-28 07:49:21,2019-01-28 17:44:26,2019-01-28 07:04:58,2019-01-28 07
chuva fraca,10,1024,100,2,75,DARK,2019-01-28 07:49:23,2019-01-28 17:44:23,2019-01-28 06:04:58,2019-01-28 06
tempo nublado,10,1024,93,3,90,DARK,2019-01-28 07:49:25,2019-01-28 17:44:20,2019-01-28 05:04:58,2019-01-28 05
algumas nuvens,11,1025,87,4,75,DARK,2019-01-28 07:49:27,2019-01-28 17:44:17,2019-01-28 04:04:58,2019-01-28 04
algumas nuvens,10,1025,93,1,75,DARK,2019-01-28 07:49:30,2019-01-28 17:44:13,2019-01-28 03:04:58,2019-01-28 03
algumas nuvens,9,1025,100,2,75,DARK,2019-01-28 07:49:32,2019-01-28 17:44:10,2019-01-28 02:04:58,2019-01-28 02
chuva moderada,9,1025,93,2,75,DARK,2019-01-28 07:49:34,2019-01-28 17:44:07,2019-01-28 01:04:59,2019-01-28 01
algumas nuvens,8,1025,87,1,75,DARK,2019-01-28 07:49:36,2019-01-28 17:44:04,2019-01-28 00:04:58,2019-01-28 00
algumas nuvens,7,1025,93,1,75,DARK,2019-01-27 07:49:38,2019-01-27 17:44:01,2019-01-27 23:04:58,2019-01-27 23
algumas nuvens,8,1025,81,1,20,DARK,2019-01-27 07:49:41,2019-01-27 17:43:58,2019-01-27 22:04:58,2019-01-27 22
algumas nuvens,9,1025,81,2,40,DARK,2019-01-27 07:49:43,2019-01-27 17:43:55,2019-01-27 21:04:58,2019-01-27 21
algumas nuvens,10,1024,76,2,40,DARK,2019-01-27 07:49:45,2019-01-27 17:43:51,2019-01-27 20:04:59,2019-01-27 20
algumas nuvens,11,1024,71,5,20,DARK,2019-01-27 07:49:47,2019-01-27 17:43:48,2019-01-27 19:04:58,2019-01-27 19
algumas nuvens,11,1024,76,6,40,DARK,2019-01-27 07:49:49,2019-01-27 17:43:45,2019-01-27 18:04:58,2019-01-27 18
algumas nuvens,12,1023,71,6,40,LIGHT,2019-01-27 07:49:51,2019-01-27 17:43:42,2019-01-27 17:04:58,2019-01-27 17
algumas nuvens,12,1023,71,7,40,LIGHT,2019-01-27 07:49:54,2019-01-27 17:43:39,2019-01-27 16:04:58,2019-01-27 16
